Pavadinimas,Autorius,Metai,Puslapiai,Kaina,Akcijinė kaina,Perskaitytos kaina,Leidėjas,Formatas,Kalba,Įvertinimų skaičius,Žvaigždučių skaičius,Aprašymas
Drum Drum Drumbacėlė. Groju būgnais. Mokausi lietuviškų dainelių,Greta Alice,2020,8,0,0,0,Alma littera,"18,6 x 24,5 x 1,8 cm, kieti viršeliai",Lietuvių,4,4,
Grufas,Axel Scheffler,2022,32,9.86,6.90,9.86,Alma littera,"21,5 x 27,5 x 1 cm, kieti viršeliai",Lietuvių,7,5,
Grufas,Axel Scheffler,2013,30,0,0,12.98,Alma littera,"22,5 x 27,5 cm, kieti viršeliai",Lietuvių,2,5,
Grufo vaikas,Axel Scheffler,2022,32,0,0,6.98,Alma littera,"21,6 x 27 x 0,7 cm, kieti viršeliai",Lietuvių,3,3,
Grufo vaikelis,Julia Donaldsson,2015,32,0,0,5.19,Nieko rimto,"22 x 27 cm, kieti viršeliai",Lietuvių,7,4,
Grundukų nuotykiai,Leo Šafran,2014,36,0,0,0,Marga Meadow,"20 x 20 cm, minkšti viršeliai",Lietuvių,0,0,
Gudriosios papūgos mokykla,Brenda Apsley,2013,10,0,0,0,Alma littera,"21,5 x 21,5 cm, kieti viršeliai",Lietuvių,0,0,
Gudručių pasakėčios. 6 dėlionės,Brenda Apsley,2019,12,0,0,0,Trys nykštukai,"16,5 x 16,5 x 2,5 cm, kieti viršeliai",Lietuvių,0,0,
Protų mūšis visiems sumaniems ir gudriems,Tereza Makovská,2020,17,16.39,11.47,16.39,Alma littera,"23 x 28 x 1,6 cm, kieti viršeliai",Lietuvių,1,5,
Gulbių ežeras. Erdvinė knyga,Ruth Symons,2024,12,16.99,11.89,0,Alma littera,"21,6 x 24 x 1,5 cm, kieti viršeliai",Lietuvių,0,0,
Guliveris,Ruth Symons,2012,62,0,0,0,Trys nykštukai,"8 x 11 cm, kieti viršeliai",Lietuvių,0,0,
Gyvenimas pilyje,Ondřej Navrátil,2023,12,13.29,11.96,0,Nieko rimto,"23 x 23 x 1,6 cm, kieti viršeliai",Lietuvių,0,4,
Gyvenimas ūkyje,Ondřej Navrátil,2021,12,0,0,0,Egmont Lietuva,"21 x 29,7 cm, kieti viršeliai",Lietuvių,0,0,
Gyveno gaidelis Ko-ka-ri-ku-kū,Ondřej Navrátil,2020,120,8.92,8.03,8.92,Ramduva,"19,5 x 24 x 1,4 cm, kieti viršeliai",Lietuvių,1,5,
Gyveno kartą Dėdė Debesėlis (su CD),Selemonas Paltanavičius,2014,28,6.11,5.50,0,Žara,"22 x 22 cm, minkšti viršeliai",Lietuvių,0,0,
Gyvūnai - mūsų draugai. Mano pirmoji paveikslėlių knygelė: žiūriu ir klausau,Selemonas Paltanavičius,2012,10,0,0,0,Vaiga,"16 x 16 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. 3 vienoje,Selemonas Paltanavičius,2017,20,0,0,0,Ramduva,"9 x 27 x 1,7 cm, kieti viršeliai",Lietuvių,0,0,
Mano bibliotekėlė. Gyvūnai,Selemonas Paltanavičius,2024,20,9.29,8.36,0,Trys nykštukai,"9,2 x 9,2 x 5 cm",Lietuvių,0,0,
Gyvūnai. Knygelių dėžutė,Selemonas Paltanavičius,2019,20,0,0,9.79,Alma littera,"35 x 35 x 1,5 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai: knygelytė mažulytė,Selemonas Paltanavičius,2017,18,0,0,0,Trys nykštukai,"9 x 9 x 4,3 cm, kieti viršeliai",Lietuvių,0,0,
"Žvėrys, kurių niekas nematė, tik mes",Ulf Stark,2022,64,15.39,13.85,0,700 eilučių,"21 x 30 x 1 cm, kieti viršeliai",Lietuvių,1,1,
Gyvūnai: mano dėlionių knygelė,Ulf Stark,2019,12,0,0,0,Vaiga,"15,5 x 15,5 x 2 cm, kieti viršeliai",Lietuvių,0,0,
Mano pirmieji žodžiai. Gyvūnai,Wendy Kendall,2023,14,8.59,6.01,0,Alma littera,"14 x 17 x 2,7 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Mano pirmoji dėlionė,Wendy Kendall,2024,8,16.19,12.14,0,Presvika,"19 x 26,5 x 2,2 cm, kieti viršeliai",Lietuvių,0,0,
Mažieji žingsneliai. GYVŪNAI,Wendy Kendall,2021,10,4.86,2.92,0,Presvika,"18,5 x 21,8 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Mažyliai,Wendy Kendall,2024,10,6.49,4.87,0,Vaiga,"16 x 16 x 1,5 cm, kieti viršeliai",Lietuvių,0,0,
Pirmieji žodžiai. Gyvūnai. 1-2 metų vaikams (išlankstoma),Wendy Kendall,2021,14,2.76,2.07,0,Presvika,"9,5 x 8,5 x 1,8 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Pirmoji mažylio biblioteka,Agnese Baruzzi,2024,20,6.99,5.24,0,Vaiga,"16 x 16 x 1,2 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Pirmasis pypliukų žinynas,Agnese Baruzzi,2024,30,6.19,5.57,0,Trys nykštukai,"12,7 x 15,6 x 2 cm, kieti viršeliai",Lietuvių,1,5,
Pypliukų žodynėlis. Gyvūnai,Agnese Baruzzi,2023,24,0,0,0,Trys nykštukai,"13 x 15,5 x 2 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai: pypliukų žodynėlis,Agnese Baruzzi,2020,24,0,0,0,Trys nykštukai,"13 x 15,5 x 2 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Skaitiniai mažiesiems,Agnese Baruzzi,2018,249,0,0,0,Aktėja,"13,5 x 17 x 2 cm, kieti viršeliai",Lietuvių,1,5,
Gyvūnai: surask ir išmok,Agnese Baruzzi,2022,10,10.59,7.94,0,Vaiga,"22,5 x 25,5 x 1,3 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai: vaizdinė priemonė vaikučiams lavinti,Agnese Baruzzi,2022,18,10.79,9.71,0,Trys nykštukai,"26,5 x 21 x 1,5 cm, kieti viršeliai",Lietuvių,0,0,
Veltinio knygelė. Gyvūnai,Agnese Baruzzi,2022,10,7.29,5.47,7.29,Presvika,"15,5 x 16 x 2 cm, kieti viršeliai",Lietuvių,0,0,
"Gyvūnai: augintiniai, naminiai, laukiniai",Agnese Baruzzi,2014,18,0,0,0,Ramduva,"9 x 27 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Aukime kartu,Brenda Apsley,2012,10,0,0,0,Alma littera,"20 x 19,5 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Dėlionių knygelė,Brenda Apsley,2012,12,0,0,0,Presvika,"16.5 x 17, paminkštinti viršeliai",Lietuvių,0,0,
Gyvūnai. Slėpynės! Lytėjimo knyga. Ūkio pasakaitės. Knyga su langais,Stephen Cartwright,2012,10,0,0,0,Alma littera,"21,5 cm, kieti viršeliai",Lietuvių,2,4,
Gyvūnai. Spustelk ir išgirsk,Tony Wolf,2012,10,0,0,0,Alma littera,"24 x 26 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai,Tony Wolf,2013,10,0,0,0,Ramduva,"16 x 9 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnai. Žaiskime kartu,Brenda Apsley,2012,10,0,0,0,Alma littera,"20 x 20 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnėliai. Kas ten slepiasi?,Brenda Apsley,2019,8,0,0,0,Vaiga,"14,5 x 14,5 x 1,7 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnėliai kieme,Brenda Apsley,2012,10,0,0,0,Ramduva,"10 x 10,5 cm, kieti viršeliai",Lietuvių,4,4,
Gyvūnėlių istorijos: 5 minučių pasakos,Brenda Apsley,2021,48,5.39,4.33,0,Vaiga,"19,5 x 23 x 0,3 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnėlių šeimos,Veronika Balcarova,2000,13,0,0,0,Dargenis,"10,5 x 10 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnėlių šeimynėlės,Veronika Balcarova,2012,10,0,0,0,Ramduva,"10 x 10,5 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų abėcėlė,Veronika Balcarova,2022,16,9.79,7.34,0,Presvika,"19,3 x 29,3 x 0,9 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų albumėlis,Alfredas Steiblys,2019,22,0,0,0,Trys nykštukai,"13,5 x 13,5 x 2 cm, kieti viršeliai",Lietuvių,2,5,
Gyvūnų balsai. Miško gyventojai,Alfredas Steiblys,2016,10,0,0,0,Presvika,"23 x 21 x 1,5 cm, kieti viršeliai",Lietuvių,3,3,
Gyvūnų balsai. Ūkio gyventojai,Alfredas Steiblys,2017,12,0,0,0,Presvika,"26 x 28 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų dėžutė. Liesk ir pažink,Alfredas Steiblys,2016,4,0,0,0,Alma littera,"33 x 17 x 3 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų ir augalų pasaulis. Garsų knyga,Alfredas Steiblys,2013,20,0,0,11.79,Presvika,"28 x 30 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų istorijos: 5 minučių pasakos,Stephanie Moss,2020,48,0,0,0,Vaiga,"19,5 x 23 cm, kieti viršeliai",Lietuvių,0,0,
Minkštukai. Gyvūnų jaunikliai,Stephanie Moss,2023,12,9.39,7.04,9.39,Vaiga,"18,2 x 18,2 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų jaunikliai. Knygelių karuselė. 8 knygelės su erdviniais paveikslėliais,Catherine Eaves,2015,12,0,0,0,Presvika,"7,5 x 7,5 cm, kieti viršeliai",Lietuvių,2,3,
Gyvūnų karalystė. Su 50 nepaprastų garsų!,Igloo Books,2023,24,13.99,12.59,13.99,Briedis,"22,5 x 28 x 1,9 cm, kieti viršeliai",Lietuvių,5,2,
Gyvūnų karnavalas,Emilie Collet,2023,12,14.69,13.22,0,Nieko rimto,"15,5 x 17 x 1,5 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų mažyliai. Liesk ir klausyk,Emilie Collet,2019,12,0,0,0,Alma littera,"21,5 x 21,5 x 2 cm, kieti viršeliai",Lietuvių,2,4,
Gyvūnų mažyliai,Emilie Collet,2019,10,0,0,0,Alma littera,"27 x 27 x 1,5 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų mažyliai: švelni istorija apie draugystę,Emilie Collet,2021,10,4.75,3.80,4.75,Vaiga,"20 x 20 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų namai. Žvilgtelk vidun,Emilie Collet,2016,14,0,0,12.99,Nieko rimto,"16,6 x 19,6 x 2 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų namai ir slėptuvės,Emilie Collet,2021,16,10.09,9.08,10.09,Nieko rimto,"19 x 19 x 2 cm, kieti viršeliai",Lietuvių,0,0,
Gyvūnų orkestras groja Bethoveną,Emilie Collet,2022,10,15.77,14.19,0,Baltos lankos,"21 x 21 x 1,8 cm, kieti viršeliai",Lietuvių,1,5,
Gyvūnų orkestras groja Mocartą,Emilie Collet,2021,10,0,0,24.99,Baltos lankos,"21,5 x 21,5 x 1,5 cm, kieti viršeliai",Lietuvių,7,5,
Gyvūnų pasakų rankinė: 7 nešiojamos pasakėlės,Emilie Collet,2022,61,7.79,5.84,7.79,Vaiga,"18 x 22 x 1 cm, kieti viršeliai",Lietuvių,0,0,
"Gyvūnų pasaulis. 60 gyvūnų balsų: skaityk, paspausk, išgirsk",Emilie Collet,2016,14,0,0,0,Presvika,"17 x 22 x 1,5 cm, kieti viršeliai",Lietuvių,2,3,
Gyvūnų pasaulis,Emilie Collet,2017,12,0,0,0,Vaiga,"23,5 x 30 cm, kieti viršeliai",Lietuvių,3,5,
Gyvūnų pasaulyje. Knygelė su magnetukais,Laura Teller,2024,12,18.19,13.64,0,Vaiga,"25 x 22,2 x 1,2 cm, kieti viršeliai",Lietuvių,1,5,
GYVŪNŲ PILNAS NAMAS: rask pasislėpusius gyvūnus,Sabina Konečná,2020,14,0,0,18.99,Nieko rimto,"22,1 x 28,7 x 1,3 cm, kieti viršeliai",Lietuvių,3,5,
Apie gyvūnus. Raištelio pokštai,Emanuela Bussolati,2007,10,0,0,6.49,Presvika,"22 x 22,5 cm, kieti viršeliai",Lietuvių,1,5,
Apie gyvūnus,Emanuela Bussolati,2005,249,0,0,0,Aktėja,"13 x 17 cm, kieti viršeliai",Lietuvių,0,0,
Hello Kitty. Spalvos ir skaičiai,Emanuela Bussolati,2000,16,0,0,0,Egmont Lietuva,"15 x 15 cm, kieti viršeliai",Lietuvių,0,0,
Henrieta pajunta vėją,Jochen Weeber,2022,32,10.49,9.44,0,Gelmės,"22 x 22 x 0,3 cm, minkšti viršeliai",Lietuvių,0,0,
Heraklio žygdarbiai,Sonia Elisabetta Corvaglia,2021,32,6.45,2.26,0,Briedis,"19 x 23 x 1 cm, kieti viršeliai",Lietuvių,2,1,
"Į bėdą nepuolęs, draugo nepažinsi",Sonia Elisabetta Corvaglia,2022,32,5.79,5.21,0,Aktėja,"22,5 x 22,5 x 1 cm, kieti viršeliai",Lietuvių,0,0,
"Į kelionę! Istorijos, kurias galima paliesti",Sonia Elisabetta Corvaglia,2021,10,10.55,8.44,0,Vaiga,"19,5 x 19,5 x 1,8 cm, kieti viršeliai",Lietuvių,0,0,
Į lovytę!,Pierre Delye,2020,14,10.04,9.04,10.04,Nieko rimto,"19,6 x 19,6 x 1 cm, kieti viršeliai",Lietuvių,1,5,
Į pagalbą stačia galva,Marta Berowska,2013,10,0,0,0,Trys nykštukai,"15 x 18,5 cm, kieti viršeliai",Lietuvių,0,0,
Į svečius pas gyvūnus 1 (su barškančiu suktuku),Marta Berowska,2018,10,0,0,0,Presvika,"13,8 x 14 x 1 cm, kieti viršeliai",Lietuvių,1,5,
Į svečius pas gyvūnus 2 (su barškančiu suktuku),Marta Berowska,2018,10,6.49,4.87,0,Presvika,"13,8 x 14 x 1 cm, kieti viršeliai",Lietuvių,2,5,
Įdomi pažintis. Dinozaurai,Marta Berowska,2013,22,3.24,2.92,0,Ramduva,"16,5 x 17 cm, kieti viršeliai",Lietuvių,2,3,
Įdomi pažintis. Sodyboje,Marta Berowska,2013,22,3.24,2.92,0,Ramduva,"16,5 x 17 cm, kieti viršeliai",Lietuvių,0,0,
"Įdomi pažintis. Sunkvežimiai, traukiniai, traktoriai",Marta Berowska,2013,22,0,0,0,Ramduva,"16,5 x 17 cm, kieti viršeliai",Lietuvių,2,4,
Įdomi pažintis. Tai bent gigantai,Marta Berowska,2013,22,3.24,2.92,0,Ramduva,"16,5 x 17 cm, kieti viršeliai",Lietuvių,0,0,
Pjeras labirintų detektyvas. Įdomioji dangaus pilies byla,[iliustravo] Hiro Kamigaki,2022,36,0,0,24.99,Apkabink mėnulį,"29 x 35 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Įdomusis pasaulis: mano pirmoji enciklopedija,[iliustravo] Hiro Kamigaki,2021,224,0,0,0,Baltos lankos,"22,1 x 25,5 x 2 cm, kieti viršeliai",Lietuvių,2,5,
"Ieškok ir rask. Ko ir pasakos, ir vaikai dar niekada neregėjo?",[iliustravo] Hiro Kamigaki,2012,28,0,0,0,Vaiga,"25 x 30 cm, kieti viršeliai",Lietuvių,1,4,
Įgarsinta abėcėlė,Julija Sliusar,2011,16,0,0,0,Presvika,"30 x 29 cm, kieti viršeliai",Lietuvių,2,5,
Įgarsinta linksmoji ABC. Mokomės tarti abėcėlės raidėmis žymimus garsus,Živilė Adomaitytė,2024,32,19.49,16.93,0,Baltos lankos,"33,8 x 23 x 2 cm, kieti viršeliai",Lietuvių,3,5,
Įkyrūs triušiukai,Ciara Flood,2016,34,0,0,0,Debesų ganyklos,"21,8 x 27,4 x 1 cm, kieti viršeliai",Lietuvių,2,5,
ILARIJA LIETUVOJE. Miestai ir vietovės,Iryna Holub,2023,28,12.79,11.51,0,Geležinis Tėvukas,"21,5 x 24,5 x 0,8 cm, kieti viršeliai","Lietuvių, Ukrainiečių",0,0,
ILARIJA LIETUVOJE. Pasakojimai ir nuotykiai,Iryna Holub,2023,24,12.79,11.51,0,Geležinis Tėvukas,"21,5 x 24,5 x 0,8 cm, kieti viršeliai","Lietuvių, Ukrainiečių",0,0,
ILARIJA LIETUVOJE. Pažintis,Iryna Holub,2023,28,12.79,11.51,0,Geležinis Tėvukas,"21,5 x 24,5 x 0,7 cm, kieti viršeliai","Lietuvių, Ukrainiečių",0,0,
ILARIJA LIETUVOJE. Tradicijos ir šventės,Iryna Holub,2024,28,12.79,11.51,0,Geležinis Tėvukas,"21,5 x 24,5 x 0,8 cm, kieti viršeliai","Lietuvių, Ukrainiečių",0,0,
Ilga kelionė,Martin Widmark,2019,40,0,0,14.19,Nieko rimto,"17,6 x 25,1 x 0,7 cm, kieti viršeliai",Lietuvių,10,5,
Ilgaausės pogulis,Axel Scheffler,2012,12,0,0,0,Baltos lankos,"13 x 16 x 0,9 cm, kieti viršeliai",Lietuvių,1,5,
Ilgaplaukės Undinėlės,Axel Scheffler,2017,16,0,0,0,Jūsų Flintas,"21 x 29,5 x 0,3 cm, minkšti viršeliai",Lietuvių,0,0,
Ilgo plauko istorija. Dėlionių knyga,Axel Scheffler,2016,10,0,0,0,Egmont Lietuva,"22,5 x 19 x 1,5 cm, kieti viršeliai",Lietuvių,1,5,
Ilgo plauko istorija. Knyga pagal filmą,Axel Scheffler,2016,42,0,0,0,Egmont Lietuva,"20,5 x 29,5 x 0,6 cm, kieti viršeliai",Lietuvių,0,0,
Ilgo plauko istorija,Axel Scheffler,2022,64,0,0,0,Egmont Lietuva,"20,5 x 27,5 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Ilgų kojų istorija,Virginijus Malčius,2017,36,0,0,2.10,Alma littera,"24,5 x 22,3 x 1 cm, kieti viršeliai",Lietuvių,2,5,
Imperijos labirinto bokšto paslaptis,Hiro Kamigaki,2021,36,15.89,14.30,0,Apkabink mėnulį,"26,5 x 35,5 x 1 cm, kieti viršeliai",Lietuvių,2,5,
Ingrida ir pleistriukai,Katerina Janouch,2014,32,0,0,0,Nieko rimto,"21,5 x 21,5 cm, kieti viršeliai",Lietuvių,9,4,
Ingrida ir tėtis,Mervi Lindman,2014,32,0,0,0,Nieko rimto,"21,7 x 21,7 cm, kieti viršeliai",Lietuvių,5,4,
Ingrida. Laikas į lovytę,Katerina Janouch,2013,32,0,0,0,Nieko rimto,"21,5 x 21,5 cm, kieti viršeliai",Lietuvių,4,5,
Ingrida nori pliuškentis,Mervi Lindman,2015,32,0,0,6.99,Nieko rimto,"21,7 x 21,7 cm, kieti viršeliai",Lietuvių,6,5,
Ir vėl nušvis saulė. Visada yra dėl ko šypsotis,Mervi Lindman,2021,24,0,0,0,Vaiga,"25,5 x 25,5 cm, minkšti viršeliai",Lietuvių,3,5,
Iš kaimo gyvenimo (su barškučiu),Mervi Lindman,2018,10,0,0,0,Presvika,"16 x 19 x 3,8 cm, kieti viršeliai",Lietuvių,1,5,
Iš ko mes juokėmės,Viržis Havelas,2005,64,0,0,5.79,Rosma,"17 x 24 cm, kieti viršeliai",Lietuvių,0,0,
Kaip aš atsiradau?,Mick Manning,2020,32,0,0,15.99,Briedis,"21,6 x 26,8 cm, kieti viršeliai",Lietuvių,1,5,
Iš kur atsirado Pūkis? 1 knyga,Vytautas V. Landsbergis,2013,24,0,0,0,Dominicus Lituanus,"19,5 x 22 cm, minkšti viršeliai",Lietuvių,3,5,
Iš kur atsiranda vaikai?,Danguolė Kandrotienė,2021,38,10.09,5.55,0,Debesų ganyklos,"23,1 x 28,1 x 1 cm, kieti viršeliai",Lietuvių,2,4,
Iš kur atsiranda vaikai?,Danguolė Kandrotienė,2017,12,0,0,0,Alma littera,"20 x 22,3 x 1,5 cm, kieti viršeliai",Lietuvių,1,5,
Iš kur morkos dygsta,Danguolė Kandrotienė,2000,10,0,0,0,Trys nykštukai,"9 x 12 cm, kieti viršeliai",Lietuvių,0,0,
Iš miško gyvenimo (su barškučiu),Danguolė Kandrotienė,2018,10,0,0,0,Presvika,"16 x 19 x 3,8 cm, kieti viršeliai",Lietuvių,1,5,
Išdidžios pirštinės,Mažvydas Karalius,2015,24,0,0,6.99,BALTO leidybos namai,"24 x 24 cm, kieti viršeliai",Lietuvių,3,5,
Išdykėliai katinėliai. Susipažįstu su pasauliu,Mažvydas Karalius,2020,8,0,0,0,O-press sp.z o.o,"14 x 14 x 0,6 cm, kieti viršeliai",Lietuvių,2,5,
Išėjau su Čiurlioniu. Tuoj grįšiu,Daina Kamarauskienė,2015,32,0,0,0,Nacionalinis M.K. Čiurlionio dailės muziejus,"22 x 24 cm, kieti viršeliai",Lietuvių,3,5,
Išėjo tėvelis į mišką,Daina Kamarauskienė,2015,16,0,0,4.59,Abeceda,"17 x 29 cm, minkšti viršeliai",Lietuvių,0,0,
Išėjo tėvelis į mišką. Lietuvių liaudies daina,Daina Kamarauskienė,2024,16,2.89,2.60,2.89,Dajalita,"21 x 29 x 0,1 cm, minkšti viršeliai",Lietuvių,2,5,
Išgirsti dieną,Lina Eitmanytė-Valužienė,2023,48,14.59,13.13,0,Muzikija,"24,5 x 30 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Islandija šiandien nedirba,Tomas Dirgėla,2022,56,10.99,9.89,0,Tyto alba,"21,8 x 29,4 x 1,2 cm, kieti viršeliai",Lietuvių,0,5,
Išmanioji planšetė. Gyvūnijos pasaulyje,Tomas Dirgėla,2018,12,0,0,0,Presvika,"32 x 27.5 cm, kieti viršeliai",Lietuvių,2,5,
Išmanioji planšetė. Didžioji gyvūnų knyga,Tomas Dirgėla,2014,14,0,0,0,Presvika,"32 x 27,5 cm, kieti viršeliai",Lietuvių,0,0,
Išmanioji planšetė. Didžioji ūkio knyga,Tomas Dirgėla,2018,12,0,0,0,Presvika,"32 x 27.5 cm, kieti viršeliai",Lietuvių,4,4,
Išmanioji planšetė. Didžioji zoologijos sodo knyga,Tomas Dirgėla,2014,14,0,0,0,Presvika,"32 x 27.5 cm, kieti viršeliai",Lietuvių,4,4,
Išmanioji planšetė. Linksmosios mašinos,Tomas Dirgėla,2015,14,0,0,0,Presvika,"32 x 27.5 cm, kieti viršeliai",Lietuvių,1,5,
"Išmok 1000 pirmųjų žodžių. Skirta 3–5 m. vaikams. Įsiminkite pirmuosius žodžius, lavinkite tartį, mokykitės skaityti",Tomas Dirgėla,2024,80,14.89,13.40,0,Baltos lankos,"23,6 x 23,7 x 1,9 cm, kieti viršeliai",Lietuvių,3,5,
Išmokime ABĖCĖLĘ,Česlovas Navakauskas,2014,64,0,0,0,Šviesa,"22 x 30 cm, minkšti viršeliai",Lietuvių,1,4,
Išplautos jūros,David Wiesner,2023,40,17.29,15.56,0,Apkabink mėnulį,"27,6 x 23,6 cm, kieti viršeliai",Lietuvių,0,0,
Išprotėjęs dramblys,Jeronimas Laucius,2000,48,0,0,0,Trys žvaigždutės,"21 x 29 x 0,2 cm, minkšti viršeliai",Lietuvių,0,0,
Įspūdingi traukiniai,Stephen Biesty,2017,16,0,0,0,Nieko rimto,"30,5 x 22,7 x 0,8 cm, kieti viršeliai",Lietuvių,3,5,
"IŠRADĖJAS JONAS: eiliuotas pasakojimas apie berniuką, kuris mokydamasis, dirbdamas ir svajodamas savo namuose sugebėjo sukurti tikrą pasakų pasaulį",Raimondas J. Nabus,2019,44,0,0,17.79,Mažoji raidė,"14,7 x 21,1 x 1 cm, kieti viršeliai",Lietuvių,1,5,
Išranki pelytė. Skaitymas skiemenimis,Raimondas J. Nabus,2015,28,0,0,0,Naujoji Rosma,"28 x 21 cm, minkšti viršeliai",Lietuvių,0,0,
"Istorija apie namelį, kuris norėjo būti namais",Piret Raud,2020,32,7.29,6.56,0,700 eilučių,"17,5 x 23 x 1 cm, kieti viršeliai",Lietuvių,0,4,
Istorija apie triušelį Petriuką,Piret Raud,2012,10,0,0,0,Alma littera,"30 x 28 cm, kieti viršeliai",Lietuvių,0,0,
Istorijos 1 metų vaikams,Piret Raud,2021,48,5.39,4.33,5.39,Vaiga,"19,5 x 23 x 0,3 cm, kieti viršeliai",Lietuvių,1,5,
Istorijos 1 metų vaikams,Mandy Archer,2021,48,0,0,6.99,Alma littera,"19,5 x 22,5 x 1,1 cm, kieti viršeliai",Lietuvių,2,5,
Kaip Elvis išgelbėjo Kalėdas. Kalėdinis pasakojimas,Mandy Archer,2021,32,7.30,5.84,7.30,Presvika,"21 x 29 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Istorijos 1 metų vaikams,Melanie Joyce,2018,48,0,0,0,Vaiga,"19,5 x 23 x 1 cm, minkšti viršeliai",Lietuvių,1,5,
Istorijos 2 metų vaikams (2019),Jane Riordan,2019,48,6.29,4.40,0,Alma littera,"20 x 23 x 1,1 cm, kieti viršeliai",Lietuvių,2,4,
Istorijos 2 metų vaikams,Jane Riordan,2021,48,5.39,2.43,5.39,Vaiga,"19,5 x 23 x 0,3 cm, kieti viršeliai",Lietuvių,1,5,
Istorijos 2 metų vaikams,Melanie Joyce,2018,48,0,0,0,Vaiga,"19,5 x 23 x 1 cm, minkšti viršeliai",Lietuvių,2,5,
Istorijos 3 metų vaikams (2019),Jane Riordan,2019,48,0,0,16.59,Alma littera,"19,5 x 22,5 x 1,1 cm, kieti viršeliai",Lietuvių,0,4,
Istorijos 4 metų vaikams,Mandy Archer,2022,48,0,0,6.99,Alma littera,"19,5 x 22,5 x 1,1 cm, kieti viršeliai",Lietuvių,0,0,
"Istorijos apie gyvūnus: dičkiai su galva, mažiukai irgi nepėsti",Mandy Archer,2018,252,13.70,12.33,0,Trys nykštukai,"21,5 x 27 x 2,7 cm, kieti viršeliai",Lietuvių,1,5,
"Istorijos mažiesiems herojams: 4 pasakojimai apie drąsą, pašėlusius nuotykius ir svajones",Mandy Archer,2020,96,0,0,12.39,Alma littera,"25 x 25 x 1 cm, kieti viršeliai",Lietuvių,3,5,
Įvairios pasakos: skaitiniai mažiesiems,Mandy Archer,2021,248,7.30,6.57,7.30,Aktėja,"13,5 x 17 x 2,3 cm, kieti viršeliai",Lietuvių,0,0,
Įvairios pasakos,Mandy Archer,2006,125,0,0,6.98,Trys nykštukai,"23 x 23 cm, kieti viršeliai",Lietuvių,0,0,
Jaučio trobelė,Mandy Archer,2023,16,2.79,2.51,0,Dajalita,"21,5 x 28,5 x 0,2 cm, minkšti viršeliai",Lietuvių,0,0,
Jaučio trobelė: muzikinė pasaka pagal lietuvių liaudies tautosaką + CD,Sonata Latvėnaitė-Kričenienė,2015,48,0,0,11.79,Muzikija,"22,5 x 23 x 1 cm, kieti viršeliai",Lietuvių,2,5,
5 minučių Jaukios pasakėlės,Sonata Latvėnaitė-Kričenienė,2023,48,6.49,5.84,0,Trys nykštukai,"20 x 23 x 1 cm, kieti viršeliai",Lietuvių,0,0,
Jaunieji patruliai. Paveikslėlių knyga,Sonata Latvėnaitė-Kričenienė,2023,24,8.99,6.29,0,Alma littera,"20,3 x 20,3 x 0,8 cm, kieti viršeliai",Lietuvių,0,0,
Jaunikliai: mažylių dėlionės,Sonata Latvėnaitė-Kričenienė,2018,12,8.11,6.08,0,Presvika,"17 x 17 x 1,6 cm, kieti viršeliai",Lietuvių,1,5,
Jaunikliai,Sonata Latvėnaitė-Kričenienė,2013,12,0,0,0,Ramduva,"16 x 9 cm, kieti viršeliai",Lietuvių,1,5,
JAUSMAI: atverk ir sužinok,Paolo Mancini,2019,12,0,0,5.19,Alma littera,"19,5 x 19,5 x 2 cm, kieti viršeliai",Lietuvių,2,4,
